Target_genes	Mxi1|Average	SRX140388|CH12	SRX140391|MEL	SRX15939545|NIH/3T3	SRX15939546|NIH/3T3	STRING
Gatb	769.000000	543	932	791	810	0
Sub1	768.750000	472	1095	690	818	0
Hook2	768.500000	968	652	739	715	0
Macrod1	768.000000	494	1416	509	653	0
Zfp113	767.750000	433	747	962	929	0
Nap1l1	767.750000	780	437	877	977	0
Thumpd3	767.500000	536	400	1148	986	0
Rnf19b	767.500000	603	767	697	1003	0
Brms1	767.500000	913	985	575	597	0
B4gat1	767.500000	913	985	575	597	0
Tra2b	767.000000	716	1063	585	704	0
Cmpk1	767.000000	251	227	1214	1376	0
Srebf1	766.500000	965	940	538	623	0
Magoh	766.500000	490	848	875	853	0
Pet117	766.250000	556	551	981	977	0
Kat14	766.250000	556	551	981	977	0
1110051M20Rik	766.000000	1511	964	326	263	0
Cdv3	765.750000	978	985	452	648	0
Bola3	765.750000	872	620	613	958	0
Elf2	765.500000	589	901	813	759	0
Myg1	765.250000	1030	921	664	446	0
Ulk4	765.000000	875	1133	453	599	0
Tvp23b	765.000000	574	811	878	797	0
Wdr45b	764.750000	705	921	675	758	0
Phb2	764.750000	672	731	925	731	0
Emg1	764.750000	672	731	925	731	0
Use1	764.500000	818	935	705	600	0
Ocel1	764.500000	818	935	705	600	0
Atox1	763.500000	737	321	681	1315	0
Pold1	763.250000	575	482	1128	868	0
Nr1h2	763.250000	575	482	1128	868	0
Agfg2	763.250000	504	477	1071	1001	0
Ubqln4	762.750000	575	1154	703	619	0
Tob2	762.750000	555	785	810	901	0
Ndrg1	762.750000	365	713	869	1104	0
Lamtor2	762.750000	575	1154	703	619	0
Psmg1	762.000000	683	564	806	995	0
Mtbp	762.000000	712	749	866	721	0
Mrpl13	762.000000	712	749	866	721	0
Fbxo48	761.750000	538	747	790	972	0
Psmg3	761.500000	754	653	512	1127	0
Tom1	761.250000	584	546	905	1010	0
Lmbr1l	761.250000	514	1031	862	638	0
Hgs	760.750000	715	720	692	916	0
Arl16	760.750000	715	720	692	916	0
Asns	760.500000	0	627	1127	1288	0
Pwwp3a	760.250000	680	289	932	1140	0
Ccdc43	760.250000	674	942	697	728	0
Yipf2	760.000000	838	1282	464	456	0
Timm29	760.000000	838	1282	464	456	0
Stx18	760.000000	949	1241	456	394	0
Ccdc15	760.000000	713	876	821	630	0
Abhd11	760.000000	599	721	890	830	0
Tomm70a	759.750000	759	555	959	766	0
Hnrnpa1	759.750000	586	406	913	1134	0
Clcn7	759.750000	693	1075	687	584	0
Capn10	759.750000	826	1051	644	518	0
Bckdhb	759.750000	494	649	841	1055	0
Sephs2	759.500000	762	741	864	671	0
Txnrd2	759.250000	515	316	992	1214	0
Comt	759.250000	515	316	992	1214	0
Ube2b	759.000000	747	777	844	668	0
Prpf3	759.000000	428	895	892	821	0
Clint1	759.000000	652	882	679	823	0
Cdkl3	759.000000	747	777	844	668	0
Rbm48	758.750000	733	891	624	787	0
Pex1	758.750000	733	891	624	787	0
Ap2m1	758.750000	1147	1186	328	374	0
Jade1	758.500000	523	1015	644	852	0
Sox12	757.750000	0	1074	993	964	0
Slc25a46	757.250000	866	902	602	659	0
Cd63	757.250000	0	0	1501	1528	0
Snx18	757.000000	771	1143	470	644	0
Plpbp	756.750000	432	751	906	938	0
Mettl16	756.500000	638	833	701	854	0
Gps2	756.500000	846	1084	481	615	0
Uba5	756.250000	845	899	587	694	0
Scrn2	756.250000	921	891	417	796	0
Mettl6	756.250000	424	1045	528	1028	0
Eaf1	756.250000	424	1045	528	1028	0
Atg7	756.250000	753	1074	607	591	0
Acad11	756.250000	845	899	587	694	0
Tmco1	756.000000	672	586	934	832	0
Syngap1	756.000000	772	737	726	789	0
Cuta	756.000000	772	737	726	789	0
Ctu1	756.000000	612	972	786	654	0
Mtap	755.750000	0	1109	837	1077	0
Polq	755.500000	918	918	596	590	0
Hsdl1	755.500000	902	746	871	503	0
Dnaaf1	755.500000	902	746	871	503	0
Cars	755.500000	874	1027	475	646	0
Usp31	755.000000	433	689	1082	816	0
H4c14	755.000000	297	606	1049	1068	0
Fcho2	754.750000	740	1675	324	280	0
Rragc	754.500000	654	752	831	781	0
Ptges2	754.500000	774	961	677	606	0
Crls1	754.500000	639	919	840	620	0
Adsl	754.500000	322	576	1074	1046	0
Slc29a2	754.250000	532	606	1003	876	0
Cetn3	754.250000	730	990	626	671	0
Slc16a1	753.500000	369	717	881	1047	0
Agpat5	753.500000	549	792	861	812	0
Mrpl2	752.750000	761	797	701	752	0
Klc4	752.750000	761	797	701	752	0
Cul7	752.750000	761	797	701	752	0
Rcc1	752.250000	581	833	752	843	0
Rpn1	751.750000	1073	552	611	771	0
Yeats2	751.500000	1010	317	854	825	0
Rpa2	751.000000	711	896	731	666	0
Nsfl1c	751.000000	458	659	760	1127	0
Fosl1	750.750000	165	186	1225	1427	0
Rbms2	750.500000	453	334	921	1294	0
Usp4	750.250000	506	503	1086	906	0
Tm9sf4	750.250000	942	906	564	589	0
Znhit3	749.750000	814	1041	442	702	0
Tmtc3	749.750000	0	402	1371	1226	0
Cep290	749.750000	0	402	1371	1226	0
Morf4l2	749.500000	631	876	745	746	0
Galk1	749.500000	695	948	575	780	0
Zc3h18	749.250000	300	620	836	1241	0
Mrpl21	749.250000	588	1093	672	644	0
Ighmbp2	749.250000	588	1093	672	644	0
Rnaseh2b	749.000000	870	1105	583	438	0
Mllt10	749.000000	346	1233	745	672	0
Ipo5	749.000000	216	329	1186	1265	0
Mfsd1	748.750000	580	1021	606	788	0
Impa2	748.750000	305	519	944	1227	0
B4galt7	748.750000	991	768	630	606	0
Arhgap35	748.750000	380	1039	740	836	0
Sfxn2	748.500000	399	768	916	911	0
Sertad2	748.500000	471	818	883	822	0
Nt5c3	748.500000	435	790	1058	711	0
Arl3	748.500000	399	768	916	911	0
Smc3	748.250000	352	917	820	904	0
Slc35e3	748.250000	407	485	988	1113	0
Msi2	748.250000	740	459	912	882	0
2610318N02Rik	748.000000	959	923	445	665	0
Washc2	747.750000	883	1013	491	604	0
Srp19	747.250000	661	880	680	768	0
Rps24	747.000000	640	1217	599	532	0
Polr3a	747.000000	640	1217	599	532	0
Sar1b	746.750000	769	1272	528	418	0
Serf1	746.500000	988	886	629	483	0
Bdp1	746.500000	988	886	629	483	0
Zbtb10	746.250000	533	0	1216	1236	0
Sptbn4	746.250000	611	1252	555	567	0
Nupl1	746.250000	670	821	751	743	0
Pkm	746.000000	658	633	742	951	0
Slf2	745.750000	693	879	680	731	0
Glrx5	745.750000	720	678	905	680	0
Tmem39a	745.500000	903	1074	531	474	0
Mbd3	745.000000	477	712	890	901	0
Wdr25	744.500000	638	770	845	725	0
Wars	744.500000	638	770	845	725	0
Cracr2a	744.500000	744	1499	183	552	0
Hars2	744.250000	684	769	865	659	0
Hars	744.250000	684	769	865	659	0
Srsf10	743.750000	297	611	967	1100	0
Coil	743.750000	733	1014	555	673	0
Rnf38	743.500000	788	814	734	638	0
Abcb1b	743.250000	488	0	1182	1303	0
Tmem88	743.000000	709	695	497	1071	0
Naa38	743.000000	709	695	497	1071	0
Cyb5d1	743.000000	709	695	497	1071	0
Ckap2	743.000000	543	620	1107	702	0
Colgalt1	742.750000	596	675	978	722	0
Trpm7	741.750000	611	880	745	731	0
Ercc2	741.750000	489	739	944	795	0
Osbpl5	741.500000	763	1216	625	362	0
Slf1	741.000000	983	1081	460	440	0
Rgs19	741.000000	568	738	758	900	0
Lkaaear1	741.000000	568	738	758	900	0
2210408I21Rik	741.000000	983	1081	460	440	0
Gmip	740.500000	818	633	589	922	0
Crbn	740.250000	402	818	755	986	0
Fntb	740.000000	631	648	864	817	0
Cipc	740.000000	445	1283	612	620	0
Ankrd12	739.750000	433	631	970	925	0
Naca	739.500000	713	771	827	647	0
1700030J22Rik	739.500000	904	1003	540	511	0
Dr1	739.000000	518	656	820	962	0
Septin7	738.250000	251	243	1204	1255	0
Zzef1	738.000000	773	740	597	842	0
Pcgf5	738.000000	501	403	1135	913	0
Cyb5d2	738.000000	773	740	597	842	0
Ddx50	737.750000	612	613	876	850	0
Mib2	737.500000	1215	1069	267	399	0
Lexm	737.500000	1379	1467	104	0	0
Syncrip	737.250000	533	499	788	1129	0
Thap11	737.000000	589	817	1010	532	0
Cenpt	737.000000	589	817	1010	532	0
Mtrex	736.250000	609	976	708	652	0
Dhx29	736.250000	609	976	708	652	0
Nudt3	735.750000	373	473	1120	977	0
Got1	735.750000	777	836	547	783	0
Snu13	735.500000	386	594	902	1060	0
Ppp1r14b	735.500000	646	546	817	933	0
Plcb3	735.500000	646	546	817	933	0
Fkbp2	735.500000	646	546	817	933	0
Akap11	735.250000	563	692	991	695	0
Zfp296	735.000000	575	497	1010	858	0
Pmm1	735.000000	470	470	1014	986	0
Gemin7	735.000000	575	497	1010	858	0
Msl3	734.500000	411	576	892	1059	0
Surf6	734.000000	601	968	590	777	0
Spag1	733.000000	677	1170	608	477	0
Rps27l	733.000000	453	594	964	921	0
Il17ra	733.000000	420	1220	466	826	0
E2f3	732.500000	419	819	782	910	0
Map1s	731.500000	623	703	749	851	0
Las1l	731.250000	561	785	757	822	0
Tmbim4	731.000000	683	492	945	804	0
Maml1	731.000000	910	1004	387	623	0
Kat6a	731.000000	316	484	835	1289	0
Uri1	730.500000	494	691	1009	728	0
Rara	729.750000	721	644	773	781	0
Tonsl	729.500000	548	588	799	983	0
Mafg	729.250000	1149	845	437	486	0
Tmem104	728.750000	603	873	723	716	0
Nat9	728.750000	603	873	723	716	0
Cep128	728.750000	690	649	966	610	0
Anapc5	728.750000	522	498	736	1159	0
Trnau1ap	728.500000	635	788	659	832	0
Tasp1	728.500000	941	769	752	452	0
Pdss2	728.500000	427	1055	697	735	0
Gpr146	728.500000	322	1306	549	737	0
Shpk	728.250000	611	811	667	824	0
Hspa4	728.250000	661	1021	551	680	0
Ctns	728.250000	611	811	667	824	0
B3galnt2	728.000000	575	757	753	827	0
Zbtb9	727.500000	358	696	965	891	0
Tyw3	727.250000	785	982	538	604	0
Cryz	727.250000	785	982	538	604	0
Sf3a1	726.750000	1021	1042	364	480	0
Sec13	726.750000	828	1083	576	420	0
Ccdc157	726.750000	1021	1042	364	480	0
Cops8	726.500000	726	892	604	684	0
Hdhd2	726.000000	711	679	870	644	0
Sft2d3	725.750000	482	554	1014	853	0
Hilpda	725.750000	605	560	960	778	0
1700017B05Rik	725.750000	407	857	573	1066	0
Smc2	725.500000	765	423	949	765	0
Icam5	725.500000	705	582	802	813	0
Icam4	725.500000	705	582	802	813	0
Slc25a35	725.000000	264	1016	179	1441	0
Ccdc107	725.000000	657	936	532	775	0
Miip	724.500000	785	944	443	726	0
Fv1	724.500000	785	944	443	726	0
Cand1	724.500000	597	809	797	695	0
Gnas	724.250000	813	1161	497	426	0
Lin54	724.000000	594	1050	633	619	0
Gphn	724.000000	586	896	528	886	0
Atg2a	723.750000	530	951	749	665	0
Tfdp2	723.000000	361	1214	695	622	0
Rpp30	723.000000	585	803	778	726	0
Mapre2	723.000000	780	762	618	732	0
Zc3h13	722.750000	867	1051	552	421	0
Fam219b	722.750000	697	694	759	741	0
Tmem39b	722.250000	1067	441	764	617	0
Setdb1	722.250000	536	1057	628	668	0
Polr2k	722.000000	633	1170	608	477	0
Gnb1l	722.000000	704	559	961	664	0
Synrg	721.750000	559	622	817	889	0
Ptges3	721.750000	596	869	655	767	0
Fam126a	721.500000	354	709	857	966	0
Gars	721.250000	463	663	889	870	0
Tnfaip8	721.000000	1222	577	474	611	0
Rraga	720.500000	562	542	910	868	0
Fam174a	720.500000	506	678	858	840	0
Deptor	720.250000	315	709	814	1043	0
Ppif	720.000000	623	621	903	733	0
Rars	719.750000	790	812	644	633	0
Commd7	719.750000	839	725	655	660	0
Snrpd3	719.500000	901	883	511	583	0
Gucd1	719.500000	901	883	511	583	0
Nup107	719.250000	531	544	837	965	0
Lca5l	719.250000	948	663	647	619	0
Pebp1	719.000000	401	427	1039	1009	0
Cep43	719.000000	304	380	1075	1117	0
Nfxl1	718.750000	797	903	607	568	0
Zfp281	718.500000	982	1106	403	383	0
Prkar1a	718.500000	1109	668	460	637	0
Ghsr	718.500000	945	786	683	460	0
Gamt	718.250000	612	892	570	799	0
Dazap1	718.250000	612	892	570	799	0
Zfp948	718.000000	0	357	1311	1204	0
Ddx46	718.000000	660	962	645	605	0
Vta1	717.750000	523	608	839	901	0
Slc16a3	717.750000	1492	1379	0	0	0
Sh2d4b	717.750000	1311	476	334	750	0
Fam32a	717.500000	591	776	818	685	0
Ubald1	717.250000	456	491	929	993	0
Nup155	717.250000	704	882	650	633	0
Ltbp4	717.250000	727	1149	272	721	0
Zfp507	717.000000	290	408	966	1204	0
Prmt5	717.000000	559	758	929	622	0
Dlg4	716.000000	1373	518	586	387	0
Med17	715.750000	502	1226	542	593	0
Stmn1	715.500000	331	1065	742	724	0
Dgat1	715.250000	449	659	1000	753	0
Zfp729a	714.750000	438	1145	517	759	0
Poc5	714.750000	545	758	807	749	0
Tmem131l	714.000000	506	559	802	989	0
Slc39a6	713.750000	434	487	1079	855	0
Rmnd1	713.750000	517	648	788	902	0
Elp2	713.750000	434	487	1079	855	0
Armt1	713.750000	517	648	788	902	0
Zcchc10	713.500000	611	705	617	921	0
Mbd4	713.500000	1022	654	710	468	0
Ift122	713.500000	1022	654	710	468	0
Dpy19l4	713.500000	784	823	610	637	0
Slc35a4	713.250000	604	809	684	756	0
Nek4	713.250000	751	977	720	405	0
Elp5	713.250000	820	914	491	628	0
Ctdnep1	713.250000	820	914	491	628	0
Apbb3	713.250000	604	809	684	756	0
Fam98a	712.500000	565	672	725	888	0
Slain2	712.250000	715	986	639	509	0
Slc39a9	712.000000	703	766	858	521	0
Erh	712.000000	703	766	858	521	0
Eif4g1	712.000000	568	833	708	739	0
Acox3	711.750000	1117	1132	283	315	0
Ttc22	711.500000	1379	1467	0	0	0
Nek1	711.500000	578	773	845	650	0
Fam120b	711.500000	867	895	513	571	0
Trmt5	710.750000	684	998	629	532	0
Syne3	710.750000	545	602	665	1031	0
Slc38a6	710.750000	684	998	629	532	0
Pepd	710.750000	810	424	783	826	0
Nmnat1	710.750000	644	795	568	836	0
Lzic	710.750000	644	795	568	836	0
Timm13	710.250000	771	806	515	749	0
Hcfc2	710.000000	451	390	1009	990	0
M6pr	709.250000	535	644	821	837	0
Cep85	709.250000	518	749	671	899	0
Mea1	708.750000	355	748	720	1012	0
Klhdc3	708.750000	355	748	720	1012	0
Lsm1	708.500000	579	534	930	791	0
Bag4	708.500000	579	534	930	791	0
Snx11	708.000000	434	851	623	924	0
Pxk	707.750000	591	728	778	734	0
Cops3	707.750000	846	435	677	873	0
Stt3b	707.500000	496	700	793	841	0
Rnh1	707.500000	819	566	743	702	0
Mms22l	707.500000	555	445	964	866	0
Kif14	707.500000	634	393	968	835	0
Josd1	707.500000	227	334	1113	1156	0
Gtpbp1	707.500000	227	334	1113	1156	0
Taf5	707.250000	587	929	706	607	0
Setd5	707.000000	481	365	1059	923	0
Fbxw9	707.000000	1248	825	487	268	0
Calm2	707.000000	723	714	714	677	0
Scaf11	706.750000	344	784	759	940	0
Krtcap2	706.750000	997	936	420	474	0
Nasp	705.750000	609	403	776	1035	0
Camkk2	705.750000	226	362	926	1309	0
Acat1	705.750000	369	597	832	1025	0
Ubald2	705.500000	229	494	886	1213	0
Tmem167b	705.250000	897	987	531	406	0
Pclaf	704.750000	958	1051	396	414	0
Spata5l1	704.250000	460	506	761	1090	0
Ptcd3	704.250000	665	643	798	711	0
Polr1a	704.250000	665	643	798	711	0
Ehd1	704.250000	536	913	689	679	0
Spidr	704.000000	558	365	886	1007	0
Sgo2a	704.000000	402	480	1083	851	0
Zfp553	703.500000	549	702	789	774	0
Ubxn1	703.500000	798	1055	374	587	0
Slc36a1	703.500000	698	933	582	601	0
Racgap1	703.500000	295	482	1135	902	0
Prkcsh	703.500000	1207	1100	216	291	0
Ccdc151	703.500000	1207	1100	216	291	0
Zfp420	703.250000	425	907	891	590	0
Wipf2	703.250000	620	1090	588	515	0
Tigar	703.250000	870	837	614	492	0
Pdcd4	703.250000	508	706	888	711	0
Ndel1	703.250000	466	490	873	984	0
Fkbp5	703.250000	647	840	524	802	0
Ccdc117	703.250000	756	826	467	764	0
Enkd1	703.000000	1181	714	458	459	0
4933405L10Rik	703.000000	1181	714	458	459	0
Gorasp2	702.750000	597	877	540	797	0
Triobp	702.500000	550	510	944	806	0
Ice2	702.500000	481	694	821	814	0
Orc2	702.250000	702	948	490	669	0
Heatr5a	702.250000	446	626	897	840	0
Lrrc45	702.000000	671	757	562	818	0
Cenpx	702.000000	671	757	562	818	0
Prkacb	701.750000	310	1626	443	428	0
Utp23	701.500000	693	815	459	839	0
Glrx3	701.500000	520	834	765	687	0
Rxylt1	701.250000	274	391	973	1167	0
Slc12a6	700.750000	785	985	570	463	0
Ptma	700.500000	606	591	814	791	0
Nap1l4	700.500000	605	787	716	694	0
Dnph1	700.500000	327	1061	550	864	0
Rprd2	700.250000	349	428	889	1135	0
Pole4	700.250000	514	442	931	914	0
Lmnb1	700.000000	534	1054	445	767	0
Rsf1	699.500000	475	561	879	883	0
Aamdc	699.500000	475	561	879	883	0
Ttll5	699.250000	800	635	794	568	0
Hltf	699.250000	574	622	948	653	0
Erg28	699.250000	800	635	794	568	0
Ubl7	699.000000	686	803	644	663	0
Fam187a	699.000000	761	774	644	617	0
Eftud2	699.000000	761	774	644	617	0
Ccdc103	699.000000	761	774	644	617	0
Mtmr6	698.750000	613	1436	373	373	0
Cntrl	698.750000	502	893	678	722	0
Ddx19a	698.500000	591	778	828	597	0
Smim7	698.000000	355	690	908	839	0
Itpkc	697.750000	779	737	826	449	0
Coq8b	697.750000	779	737	826	449	0
Ccnl2	697.750000	785	730	597	679	0
Spty2d1	697.500000	605	1046	640	499	0
Txndc17	697.000000	836	733	577	642	0
Nabp1	697.000000	472	438	900	978	0
Dnaja2	697.000000	548	611	828	801	0
4933427D14Rik	697.000000	836	733	577	642	0
Zmpste24	696.500000	665	993	565	563	0
Mgat1	696.500000	828	581	678	699	0
Ect2	696.500000	538	424	927	897	0
D230025D16Rik	696.500000	630	846	692	618	0
Hmgb1	696.250000	658	696	760	671	0
Mrpl42	695.750000	537	482	910	854	0
Cox5a	695.750000	538	825	755	665	0
Pus10	695.500000	681	1349	406	346	0
Tex261	695.250000	425	548	948	860	0
Syp	695.250000	629	2152	0	0	0
Ostm1	695.250000	496	650	891	744	0
Tet3	694.750000	218	784	844	933	0
Psat1	694.750000	542	540	785	912	0
Kdm6b	694.750000	358	817	800	804	0
Jtb	694.750000	392	854	824	709	0
Krit1	694.500000	419	381	958	1020	0
Ankib1	694.500000	419	381	958	1020	0
Smim4	694.250000	334	990	603	850	0
Nt5dc2	694.250000	334	990	603	850	0
Uqcc1	693.750000	527	952	642	654	0
Gemin6	693.500000	724	726	704	620	0
Stx8	693.250000	1199	725	378	471	0
Rfc4	693.250000	772	672	740	589	0
Jmy	693.250000	588	653	711	821	0
Cfap52	693.250000	1199	725	378	471	0
Slc2a1	693.000000	220	510	994	1048	0
Pfdn2	693.000000	650	779	694	649	0
Nit1	693.000000	650	779	694	649	0
Slc25a25	692.750000	314	725	963	769	0
Qdpr	692.750000	429	678	714	950	0
Nudt9	692.750000	725	809	539	698	0
Naif1	692.750000	314	725	963	769	0
Gcc2	692.750000	941	671	509	650	0
Dcun1d5	692.750000	1346	730	229	466	0
Clrn2	692.750000	429	678	714	950	0
Sars	692.500000	451	647	765	907	0
Gtf3c5	692.500000	698	937	550	585	0
Ankzf1	692.500000	639	898	721	512	0
Tnpo1	692.250000	556	759	794	660	0
Mga	692.250000	537	498	762	972	0
Cd300ld3	692.000000	1217	1027	291	233	0
Vkorc1	691.500000	0	685	1081	1000	0
Prss53	691.500000	0	685	1081	1000	0
Mrpl15	691.250000	364	532	980	889	0
Dnajc11	691.000000	639	981	535	609	0
Tefm	690.500000	663	975	627	497	0
Mtfmt	690.500000	462	561	820	919	0
Rab25	690.250000	575	1154	413	619	0
Eif2s2	690.250000	452	693	698	918	0
Bzw1	690.250000	324	560	950	927	0
Zfp28	690.000000	328	683	957	792	0
Atp6v0d1	690.000000	499	622	905	734	0
Agrp	690.000000	499	622	905	734	0
Gnpnat1	689.750000	458	199	1255	847	0
Zfp39	689.500000	404	1053	463	838	0
Ice1	689.250000	544	676	669	868	0
Cse1l	689.250000	426	461	1018	852	0
Zhx1	689.000000	356	683	876	841	0
Garre1	689.000000	329	1414	523	490	0
Nme7	688.500000	761	880	552	561	0
Champ1	688.500000	515	1048	574	617	0
Blzf1	688.500000	761	880	552	561	0
Trim25	688.250000	685	644	700	724	0
Atad1	688.250000	379	859	750	765	0
Slc26a2	688.000000	506	629	699	918	0
Rabl2	688.000000	407	455	990	900	0
Rad18	687.750000	605	546	866	734	0
Cfap410	687.500000	727	627	730	666	0
Blm	687.500000	668	341	998	743	0
Rnaseh2a	687.250000	552	727	832	638	0
Prdx2	687.250000	552	727	832	638	0
Has2	687.250000	0	0	1230	1519	0
Cep120	687.000000	1012	998	396	342	0
Ccny	687.000000	633	839	664	612	0
Bms1	686.750000	751	810	533	653	0
Pdcd2l	686.250000	720	721	577	727	0
Hells	686.250000	532	524	876	813	0
Rbm4	686.000000	436	775	795	738	0
Rassf3	686.000000	336	426	700	1282	0
Psmd5	685.750000	807	654	626	656	0
Cutal	685.750000	807	654	626	656	0
Appbp2	685.750000	435	562	917	829	0
Kxd1	685.500000	741	713	584	704	0
Fkbp8	685.500000	741	713	584	704	0
Desi2	685.250000	279	498	931	1033	0
Kcnab2	685.000000	779	909	402	650	0
Hagh	685.000000	448	433	1010	849	0
Fahd1	685.000000	448	433	1010	849	0
Tpra1	684.750000	670	851	648	570	0
Thap12	684.750000	356	491	684	1208	0
Pcid2	684.750000	558	827	637	717	0
Mcm2	684.750000	670	851	648	570	0
Cul4a	684.750000	558	827	637	717	0
Zfp874a	684.500000	827	1211	348	352	0
Flad1	684.500000	837	932	490	479	0
Zscan25	684.000000	620	709	683	724	0
Mical3	684.000000	494	1143	417	682	0
Hsd17b7	684.000000	424	554	1018	740	0
Gjc1	684.000000	190	0	1291	1255	0
Comtd1	684.000000	553	844	706	633	0
Txnrd1	683.750000	471	577	851	836	0
Med9	683.750000	1088	851	379	417	0
Zfp933	683.500000	689	1440	208	397	0
Lekr1	683.500000	770	858	612	494	0
Csnk1g2	683.000000	1021	644	606	461	0
Aven	683.000000	387	585	872	888	0
U2surp	682.750000	560	915	504	752	0
Ndufs3	682.750000	783	972	401	575	0
Kbtbd4	682.750000	783	972	401	575	0
Cdiptos	682.750000	717	1181	412	421	0
Cdipt	682.750000	717	1181	412	421	0
AW549877	682.750000	414	497	841	979	0
Smim19	682.500000	358	874	793	705	0
Slc20a2	682.500000	358	874	793	705	0
Gas2	682.500000	184	533	759	1254	0
Fancf	682.500000	184	533	759	1254	0
Pld3	682.250000	506	468	883	872	0
2310022A10Rik	682.250000	506	468	883	872	0
Kdelr2	682.000000	592	469	885	782	0
Vps11	681.750000	742	1075	391	519	0
Slc7a6	681.500000	498	470	953	805	0
Map3k2	681.500000	517	600	825	784	0
Eif4a3	681.500000	911	799	517	499	0
Pgap2	681.250000	412	509	879	925	0
Nup98	681.250000	412	509	879	925	0
Zfp62	681.000000	704	878	543	599	0
Ppp1r9b	681.000000	261	281	940	1242	0
Serinc1	680.500000	332	495	937	958	0
Rpl5	680.500000	424	640	879	779	0
Prxl2a	680.500000	923	1256	339	204	0
Pxmp2	680.250000	446	608	902	765	0
Pole	680.250000	446	608	902	765	0
Iqce	680.250000	693	665	642	721	0
Fbxo5	680.250000	602	312	905	902	0
Brat1	680.250000	693	665	642	721	0
Rhbdd3	680.000000	752	707	611	650	0
Ewsr1	680.000000	752	707	611	650	0
Stk32c	679.750000	1037	969	406	307	0
Obi1	679.750000	429	616	934	740	0
Mettl22	679.750000	682	752	651	634	0
Lrrc27	679.750000	1037	969	406	307	0
Eif4ebp2	679.750000	175	244	967	1333	0
Znrf3	679.500000	212	1348	529	629	0
Poglut2	679.500000	113	1099	836	670	0
Bivm	679.500000	113	1099	836	670	0
Zswim8	679.250000	509	699	754	755	0
Tmem258	679.250000	795	566	569	787	0
Fen1	679.250000	795	566	569	787	0
Chchd1	679.250000	509	699	754	755	0
Itgb2	679.000000	1287	1429	0	0	0
Hdac2	679.000000	173	541	842	1160	0
Cep55	679.000000	488	376	939	913	0
Lmna	678.500000	654	649	679	732	0
Galnt7	678.500000	618	1334	404	358	0
Dhx58	678.500000	752	1001	512	449	0
Smad2	678.250000	378	506	905	924	0
Serf2	678.000000	582	556	891	683	0
Fdps	678.000000	1051	976	324	361	0
Tax1bp3	677.750000	561	513	729	908	0
Srsf2	677.750000	690	494	742	785	0
Mfsd11	677.750000	690	494	742	785	0
Emc6	677.750000	561	513	729	908	0
Cenpm	677.750000	380	424	1009	898	0
Lrfn4	677.500000	248	829	774	859	0
Cenpe	677.250000	593	608	833	675	0
T2	677.000000	566	1147	265	730	0
Vrk1	676.750000	368	669	1101	569	0
Nbr1	676.750000	1076	753	390	488	0
Brca1	676.750000	1076	753	390	488	0
Naxd	676.500000	604	700	726	676	0
Mrps18c	676.500000	659	981	514	552	0
Kif3b	676.500000	917	1095	428	266	0
Helq	676.500000	659	981	514	552	0
Xrcc5	676.000000	785	905	426	588	0
Mrps33	676.000000	491	533	859	821	0
Mrps31	676.000000	781	982	488	453	0
Fus	676.000000	564	506	922	712	0
Tlnrd1	675.750000	507	503	884	809	0
Aplf	675.750000	558	907	683	555	0
Tchp	675.500000	580	784	747	591	0
Serpinb6a	675.500000	643	934	602	523	0
Ripk1	675.500000	643	934	602	523	0
Pdlim5	675.500000	506	257	1192	747	0
Casc3	675.500000	372	817	749	764	0
Ppig	675.250000	672	996	596	437	0
Washc4	675.000000	322	457	989	932	0
Tmed3	675.000000	448	669	799	784	0
Snapin	674.750000	334	661	684	1020	0
Mob3a	674.750000	452	563	909	775	0
Izumo4	674.750000	452	563	909	775	0
Abcf3	674.750000	785	670	524	720	0
Prdx3	674.500000	425	678	776	819	0
Tmem123	674.000000	359	800	821	716	0
Mt2	674.000000	502	728	682	784	0
Ufm1	673.750000	394	426	837	1038	0
Cdkn2aipnl	673.750000	582	765	684	664	0
Lrrc56	673.500000	1298	623	469	304	0
Hras	673.500000	1298	623	469	304	0
Usp30	673.250000	982	1020	258	433	0
Slirp	673.250000	737	926	528	502	0
Nrp	673.250000	737	926	528	502	0
Klhl7	673.250000	906	1018	347	422	0
Inf2	673.250000	349	762	792	790	0
Golga5	673.250000	414	972	784	523	0
Alkbh1	673.250000	737	926	528	502	0
Ift172	672.750000	796	1211	311	373	0
Fndc4	672.750000	796	1211	311	373	0
Chfr	672.750000	601	617	735	738	0
Cc2d1b	672.750000	426	437	821	1007	0
Oxr1	672.250000	510	619	762	798	0
Mien1	672.250000	619	703	661	706	0
Galk2	672.250000	929	1043	309	408	0
Morn2	672.000000	860	573	629	626	0
Limd1	672.000000	812	562	713	601	0
Dhx57	672.000000	860	573	629	626	0
Wdr5	671.750000	347	542	732	1066	0
Snrpg	671.750000	576	837	663	611	0
Dnajb9	671.750000	693	435	810	749	0
Fam174c	671.500000	541	809	746	590	0
Cirbp	671.500000	541	809	746	590	0
Htra2	671.250000	546	753	721	665	0
Exoc3l	671.250000	486	1145	464	590	0
Dqx1	671.250000	546	753	721	665	0
Romo1	671.000000	594	658	730	702	0
Nfs1	671.000000	594	658	730	702	0
Bod1	670.250000	768	827	541	545	0
Numa1	670.000000	454	400	979	847	0
Lima1	670.000000	521	455	792	912	0
Hddc2	669.750000	396	480	871	932	0
Zc3hc1	669.500000	632	1144	470	432	0
