Target_genes	Hes1|Average	SRX1550525|Macrophages	SRX1550526|Macrophages	STRING
Arih1	468.000000	652	284	0
Xylt2	467.500000	362	573	0
Vps13a	467.000000	595	339	0
Snrk	466.500000	616	317	0
Emilin2	466.500000	509	424	0
Zbtb2	466.000000	475	457	0
Tmem189	466.000000	503	429	0
Rap1gds1	466.000000	476	456	0
Kcna3	466.000000	530	402	0
Zfp280d	465.000000	597	333	0
Nt5c2	465.000000	607	323	0
Mmaa	464.500000	540	389	0
Arhgap35	464.500000	440	489	0
Usp53	464.000000	391	537	0
Kdm7a	463.000000	650	276	0
Erc1	463.000000	583	343	0
Cnnm4	462.500000	503	422	0
Utp4	462.000000	673	251	0
Derpc	462.000000	673	251	0
Chtf8	462.000000	673	251	0
Rpp25	461.000000	437	485	0
Camkk2	461.000000	457	465	0
Abcc4	461.000000	514	408	0
Spen	460.500000	489	432	0
Fsd1l	460.000000	479	441	0
Sh3pxd2a	459.500000	500	419	0
Zfp292	458.500000	498	419	0
Spry1	458.500000	398	519	0
Rras2	458.500000	489	428	0
Gclc	458.500000	411	506	0
Tigd2	458.000000	511	405	0
Skil	457.000000	622	292	0
Lcorl	457.000000	512	402	0
Tpst2	456.500000	586	327	0
Mocs3	456.500000	494	419	0
Dpm1	456.500000	494	419	0
Ift88	456.000000	377	535	0
Ankrd63	456.000000	481	431	0
Eif5	455.500000	527	384	0
Lamc1	455.000000	769	141	0
Ina	455.000000	607	303	0
Uhrf2	454.500000	513	396	0
Atp2c1	454.500000	593	316	0
St7	454.000000	453	455	0
Sirt1	454.000000	484	424	0
Cd2ap	453.500000	456	451	0
Atxn7l3	453.500000	538	369	0
Socs2	452.500000	346	559	0
Iqch	452.500000	439	466	0
Aagab	452.500000	439	466	0
Tpr	452.000000	316	588	0
Odr4	452.000000	316	588	0
Slc30a1	451.500000	523	380	0
Cltc	451.500000	392	511	0
Ccnl1	451.500000	348	555	0
Nrf1	451.000000	458	444	0
Rrs1	450.000000	479	421	0
Carnmt1	450.000000	696	204	0
Adhfe1	450.000000	479	421	0
Zswim6	449.500000	461	438	0
Usp24	449.500000	579	320	0
Trim7	449.500000	471	428	0
Ptger3	449.500000	404	495	0
Pitpnc1	449.500000	430	469	0
Cdk14	449.000000	674	224	0
Dlgap4	448.500000	671	226	0
Zbed4	448.000000	402	494	0
Tmem131l	448.000000	432	464	0
Gpi1	448.000000	447	449	0
Ttll5	447.000000	462	432	0
Slc20a1	447.000000	432	462	0
Erg28	447.000000	462	432	0
Srr	446.500000	516	377	0
Smg6	446.500000	516	377	0
Tas1r1	446.000000	589	303	0
Nol9	446.000000	589	303	0
Fbxo4	445.500000	474	417	0
Ywhaq	445.000000	675	215	0
Hsp90aa1	445.000000	514	376	0
Dapk1	445.000000	641	249	0
Gbe1	444.500000	459	430	0
Flt3	444.500000	523	366	0
Man2a1	444.000000	439	449	0
Lrp12	444.000000	621	267	0
Carmil1	444.000000	715	173	0
Cpsf6	443.000000	685	201	0
Zc3h12c	442.500000	588	297	0
Ssbp3	442.000000	535	349	0
Vps26a	441.500000	523	360	0
Mrps7	441.500000	487	396	0
Gga3	441.500000	487	396	0
Cdyl	441.500000	639	244	0
Tle4	441.000000	437	445	0
P2rx4	441.000000	395	487	0
Anp32b	440.500000	417	464	0
Antxr2	440.000000	481	399	0
Ctf1	439.500000	417	462	0
Bcl7c	439.500000	417	462	0
Chst3	439.000000	249	629	0
Shb	438.500000	342	535	0
Degs1	437.500000	429	446	0
Samd1	437.000000	482	392	0
Itprid2	437.000000	403	471	0
Dnaaf2	437.000000	454	420	0
1700067K01Rik	437.000000	482	392	0
Mphosph9	436.500000	363	510	0
Mafg	436.500000	395	478	0
2810006K23Rik	436.500000	363	510	0
Sh2b2	436.000000	405	467	0
Bcl2l11	435.500000	662	209	0
Stim2	435.000000	451	419	0
Rela	435.000000	528	342	0
Xpot	434.500000	442	427	0
Tsr1	434.500000	440	429	0
Sgsm2	434.500000	440	429	0
Scoc	434.500000	499	370	0
Smim15	434.000000	348	520	0
Nr4a3	434.000000	437	431	0
Map3k5	434.000000	459	409	0
Cul1	434.000000	581	287	0
Snx7	433.500000	713	154	0
Ikzf1	433.000000	678	188	0
Ero1a	433.000000	425	441	0
Cnot2	433.000000	493	373	0
Tmem223	432.500000	342	523	0
Tmem179b	432.500000	342	523	0
Sec23ip	432.500000	419	446	0
Mcmbp	432.500000	419	446	0
Bcap29	432.500000	556	309	0
Setd2	432.000000	575	289	0
Otulinl	431.000000	413	449	0
Mrpl45	431.000000	448	414	0
Scaf8	430.000000	386	474	0
Galc	430.000000	543	317	0
Atp11b	430.000000	501	359	0
Rab10	429.500000	394	465	0
Slc25a39	428.000000	590	266	0
Ndrg1	428.000000	468	388	0
Stk17b	427.500000	374	481	0
Kctd6	427.500000	676	179	0
Asap2	427.500000	633	222	0
Adprh	427.500000	309	546	0
Mxd3	426.500000	414	439	0
Nefh	426.000000	516	336	0
Git2	426.000000	382	470	0
Ap1b1	426.000000	516	336	0
Ankrd13a	426.000000	382	470	0
Eif3a	425.500000	437	414	0
Txnrd1	425.000000	472	378	0
Mllt1	424.500000	364	485	0
Eif4ebp2	424.500000	450	399	0
Zfp407	423.500000	463	384	0
Pigl	423.000000	434	412	0
Ncor1	423.000000	434	412	0
Coro1c	423.000000	602	244	0
Smarca4	422.500000	493	352	0
Gsn	422.500000	434	411	0
E2f3	422.500000	479	366	0
Rap2b	421.000000	437	405	0
Gpcpd1	421.000000	449	393	0
Abtb2	421.000000	452	390	0
Amfr	420.500000	497	344	0
Trim33	420.000000	498	342	0
Ppm1a	420.000000	407	433	0
Polr3e	420.000000	388	452	0
Ttc3	419.500000	356	483	0
Smtnl2	419.500000	377	462	0
Pigp	419.500000	356	483	0
Ier5l	419.500000	455	384	0
Atp1a1	419.500000	488	351	0
Eif4e2	419.000000	448	390	0
Fnbp1l	418.500000	377	460	0
Pacs2	418.000000	604	232	0
H6pd	418.000000	521	315	0
Tkt	417.500000	398	437	0
Ipmk	417.500000	690	145	0
Cisd1	417.500000	690	145	0
Safb2	417.000000	232	602	0
Safb	417.000000	232	602	0
Irf2	417.000000	423	411	0
Eepd1	417.000000	416	418	0
Nab2	416.000000	408	424	0
Cnot6l	416.000000	403	429	0
Tifa	415.500000	339	492	0
Parp12	415.500000	474	357	0
Brwd1	415.000000	599	231	0
Sesn1	414.500000	485	344	0
Rpl22	414.000000	388	440	0
Trim47	413.500000	445	382	0
Trim28	413.500000	483	344	0
Nes	413.500000	382	445	0
Elk4	413.000000	483	343	0
Ppia	412.000000	405	419	0
Marchf8	412.000000	523	301	0
Il12rb2	412.000000	400	424	0
Crebbp	411.500000	390	433	0
Socs5	411.000000	573	249	0
Rab43	411.000000	391	431	0
Crlf3	411.000000	411	411	0
Carm1	411.000000	446	376	0
Nfkb1	410.500000	492	329	0
Fbxo33	410.500000	361	460	0
Wbp4	410.000000	396	424	0
Macroh2a1	410.000000	594	226	0
Elf1	410.000000	396	424	0
Prkca	409.500000	507	312	0
Pfn1	409.500000	310	509	0
Eno3	409.500000	310	509	0
Rab2a	409.000000	367	451	0
Hhex	409.000000	423	395	0
Shisa8	408.500000	472	345	0
Diaph1	408.500000	362	455	0
Ythdf2	408.000000	317	499	0
P2ry2	408.000000	457	359	0
Ino80d	407.500000	434	381	0
Dock10	407.500000	470	345	0
Tfap4	407.000000	404	410	0
Pxdc1	407.000000	455	359	0
Fam98c	407.000000	381	433	0
Kbtbd3	406.500000	358	455	0
Aasdhppt	406.500000	358	455	0
Zdhhc3	406.000000	451	361	0
Mfhas1	406.000000	328	484	0
Exosc7	406.000000	451	361	0
Klf3	405.500000	532	279	0
Fam78a	405.500000	433	378	0
Cry1	405.000000	431	379	0
Atg12	405.000000	521	289	0
Ap3s1	405.000000	521	289	0
Tex30	404.500000	398	411	0
Septin11	404.500000	630	179	0
Ube2k	404.000000	514	294	0
Rdx	404.000000	489	319	0
Serf2	403.500000	367	440	0
Hivep1	403.500000	380	427	0
Pde8a	403.000000	513	293	0
Pcgf5	403.000000	336	470	0
Chrac1	403.000000	414	392	0
Psmb3	402.500000	507	298	0
Pcgf2	402.500000	507	298	0
Bbc3	402.500000	290	515	0
Spns2	402.000000	405	399	0
Snx9	402.000000	495	309	0
Pura	402.000000	528	276	0
Prrc2c	402.000000	374	430	0
Mpzl1	402.000000	390	414	0
Urgcp	401.500000	442	361	0
Cox20	401.500000	313	490	0
Cdkn2aip	401.500000	494	309	0
Dennd6a	401.000000	533	269	0
Cnnm3	401.000000	429	373	0
Gmeb2	400.500000	497	304	0
Pigw	400.000000	436	364	0
Myo5a	400.000000	442	358	0
Myo19	400.000000	436	364	0
Maco1	400.000000	442	358	0
Eef1a1	400.000000	404	396	0
Arl4c	400.000000	520	280	0
Rbm33	399.500000	337	462	0
Mcfd2	399.500000	415	384	0
Tex264	399.000000	459	339	0
Ric1	398.000000	488	308	0
Gan	398.000000	513	283	0
Thap1	397.500000	430	365	0
P2rx5	397.000000	351	443	0
Atad3a	397.000000	362	432	0
Tsen54	396.500000	350	443	0
Tet2	396.500000	568	225	0
Caskin2	396.500000	350	443	0
Washc4	396.000000	516	276	0
Rasd2	396.000000	368	424	0
Nanos1	395.500000	622	169	0
Runx1	395.000000	385	405	0
Edem1	395.000000	405	385	0
Batf3	395.000000	443	347	0
Pfkfb3	394.500000	359	430	0
Gmfb	394.500000	353	436	0
Ascl1	394.500000	363	426	0
Sltm	394.000000	411	377	0
Sirpa	394.000000	454	334	0
Dpy19l1	394.000000	628	160	0
Foxn2	393.000000	386	400	0
Gapvd1	392.500000	487	298	0
1600014C23Rik	392.000000	498	286	0
Tgfbr3	391.500000	213	570	0
Rps3a1	391.500000	602	181	0
Trim26	391.000000	516	266	0
Ralgapa2	391.000000	400	382	0
Osbpl2	391.000000	504	278	0
Atp2a2	391.000000	510	272	0
Xrcc6	390.500000	275	506	0
Ttll4	390.500000	373	408	0
Desi1	390.500000	275	506	0
Actn1	390.500000	500	281	0
Trim67	390.000000	498	282	0
Rab6b	390.000000	704	76	0
Lats2	390.000000	436	344	0
Dyrk2	390.000000	481	299	0
Acad9	390.000000	242	538	0
Zfp469	389.500000	443	336	0
Khdrbs1	389.500000	415	364	0
Ubald2	388.500000	528	249	0
Rarres1	388.500000	318	459	0
Ntn1	388.500000	446	331	0
Cisd2	388.500000	562	215	0
Rbpms2	388.000000	629	147	0
Prex1	388.000000	538	238	0
Pqlc3	388.000000	378	398	0
Hmg20b	388.000000	281	495	0
Gipc3	388.000000	281	495	0
Ubtd2	387.500000	579	196	0
Klf10	387.000000	571	203	0
Fpgs	387.000000	391	383	0
Zfp395	386.500000	547	226	0
Adcy9	386.500000	512	261	0
Wdfy3	386.000000	371	401	0
Slc2a1	386.000000	575	197	0
H3c15	386.000000	342	430	0
H3c14	386.000000	342	430	0
H2ac19	386.000000	342	430	0
H2ac18	386.000000	342	430	0
Gpr157	386.000000	384	388	0
Tnrc18	385.500000	369	402	0
Adarb1	385.500000	447	324	0
Socs3	384.500000	496	273	0
Gsdme	383.500000	508	259	0
Strn3	383.000000	419	347	0
Ctdsp1	383.000000	374	392	0
Ap4s1	383.000000	419	347	0
Pcbp1	382.500000	459	306	0
Ccar1	382.000000	279	485	0
Zyx	381.500000	405	358	0
Tent4b	381.500000	472	291	0
Rara	381.500000	248	515	0
Sulf2	381.000000	319	443	0
Rnf130	381.000000	399	363	0
Nfkbid	381.000000	189	573	0
Hcst	381.000000	189	573	0
1700017B05Rik	381.000000	364	398	0
Sgpl1	380.500000	368	393	0
Phpt1	380.000000	387	373	0
Ccnh	380.000000	292	468	0
Ajm1	380.000000	387	373	0
Asmt	379.500000	434	325	0
Npr1	379.000000	346	412	0
Eif1b	379.000000	413	345	0
Baz1a	379.000000	373	385	0
Raf1	378.500000	326	431	0
Tbc1d12	378.000000	561	195	0
Slk	378.000000	496	260	0
Rai1	377.500000	426	329	0
Morc2a	377.000000	421	333	0
Mapk8	377.000000	441	313	0
Gatad2a	377.000000	495	259	0
Fam120a	377.000000	393	361	0
Ap2a2	377.000000	609	145	0
Rassf3	376.500000	421	332	0
Mob2	376.500000	430	323	0
H2ax	376.500000	368	385	0
Cep83	376.500000	558	195	0
Cbl	376.000000	325	427	0
Cacna1a	376.000000	383	369	0
Aprt	376.000000	388	364	0
Tada1	375.500000	433	318	0
Ltbp3	375.500000	362	389	0
Atl2	375.500000	334	417	0
Nr2c2	375.000000	362	388	0
Kif2a	375.000000	433	317	0
Fam241a	375.000000	360	390	0
Eml4	375.000000	527	223	0
Pip4k2b	374.500000	359	390	0
Gnaz	374.500000	593	156	0
Mgat4b	374.000000	453	295	0
Bhlhe40	374.000000	443	305	0
Wdr5	373.500000	449	298	0
Plekha1	373.500000	371	376	0
Coro2a	373.500000	314	433	0
Rundc3b	373.000000	431	315	0
Slc7a1	372.500000	325	420	0
Pdgfa	372.500000	338	407	0
Rnf19a	372.000000	392	352	0
Phip	372.000000	583	161	0
Pgp	372.000000	480	264	0
Bricd5	372.000000	480	264	0
Ywhaz	371.500000	306	437	0
Lsm14b	371.500000	403	340	0
Stx6	371.000000	314	428	0
Nt5dc3	370.500000	480	261	0
Dynll2	370.500000	559	182	0
Ubtf	370.000000	586	154	0
Rusc2	370.000000	532	208	0
Mylip	370.000000	463	277	0
Tmem69	369.500000	316	423	0
Tmem192	369.500000	416	323	0
Mfap3l	369.500000	412	327	0
Klhl8	369.500000	526	213	0
Gpbp1l1	369.500000	316	423	0
Clcn4	369.500000	379	360	0
Mtdh	369.000000	428	310	0
Tmem238	368.500000	433	304	0
Rpl28	368.500000	433	304	0
Ptpn2	368.500000	340	397	0
Nudt9	368.500000	556	181	0
Dhh	368.500000	390	347	0
Ubxn2a	368.000000	471	265	0
Il21r	368.000000	372	364	0
9430038I01Rik	368.000000	349	387	0
Rock2	367.500000	391	344	0
Numa1	367.500000	396	339	0
Gm42517	367.500000	339	396	0
Gas6	367.500000	385	350	0
Dtnbp1	367.500000	292	443	0
Trim62	367.000000	344	390	0
Ranbp9	367.000000	534	200	0
Cd24a	367.000000	296	438	0
Atp23	367.000000	405	329	0
Lims1	366.000000	485	247	0
Smg1	365.500000	443	288	0
Nt5c3	365.500000	478	253	0
Dgkh	365.500000	528	203	0
Atg9b	365.500000	453	278	0
Acot7	365.500000	474	257	0
Snx5	365.000000	421	309	0
Mgme1	365.000000	421	309	0
Isyna1	365.000000	439	291	0
Anks3	365.000000	351	379	0
4930451G09Rik	365.000000	351	379	0
Acsl1	364.500000	427	302	0
Uimc1	363.500000	404	323	0
Reep3	363.500000	390	337	0
Phf13	363.500000	440	287	0
Mex3c	363.500000	332	395	0
Cdc42bpa	363.000000	435	291	0
Sgtb	362.500000	406	319	0
Nln	362.500000	406	319	0
Spice1	362.000000	395	329	0
Mt2	362.000000	349	375	0
Hectd1	362.000000	402	322	0
Camsap2	362.000000	352	372	0
Tcf7l2	361.500000	723	0	0
Srd5a3	361.500000	365	358	0
Sfr1	361.500000	347	376	0
Tfdp1	361.000000	422	300	0
Micall1	361.000000	531	191	0
Lifr	361.000000	470	252	0
Dock9	361.000000	557	165	0
BC005537	361.000000	369	353	0
Arfgef1	361.000000	495	227	0
Otud4	360.500000	367	354	0
Dck	360.500000	272	449	0
Keap1	360.000000	392	328	0
Pds5a	359.500000	525	194	0
Foxred2	359.500000	344	375	0
Rb1	359.000000	509	209	0
Nomo1	359.000000	373	345	0
Abcc6	359.000000	373	345	0
Rabep1	358.500000	501	216	0
Ncoa2	358.500000	366	351	0
Gpr135	358.500000	399	318	0
Pip5k1b	357.500000	570	145	0
Stxbp5	357.000000	572	142	0
Spag9	357.000000	518	196	0
Spag6	357.000000	319	395	0
Naa20	357.000000	439	275	0
Marchf6	357.000000	460	254	0
Ccdc71l	357.000000	360	354	0
Heatr5a	356.500000	483	230	0
D3Ertd751e	356.500000	561	152	0
Ptpn12	356.000000	351	361	0
Nrarp	356.000000	485	227	0
Lrrc56	356.000000	377	335	0
Hras	356.000000	377	335	0
Tdrd3	355.500000	341	370	0
Spata1	355.500000	439	272	0
Gng5	355.500000	439	272	0
Smchd1	355.000000	312	398	0
Mfsd12	355.000000	339	371	0
Ets2	355.000000	357	353	0
Cluh	355.000000	375	335	0
Pdcd11	354.500000	443	266	0
Atp5md	354.500000	443	266	0
Dst	354.000000	495	213	0
Bend6	354.000000	495	213	0
Slc38a1	353.500000	335	372	0
Nabp1	353.500000	257	450	0
Mxd4	353.500000	438	269	0
Eif4g2	353.500000	462	245	0
Ago3	353.500000	415	292	0
Ppm1b	353.000000	391	315	0
Rev3l	352.500000	357	348	0
Ipp	352.500000	354	351	0
Dusp3	352.500000	454	251	0
Cfap97d1	352.500000	454	251	0
Mycbp	352.000000	491	213	0
Fam117b	352.000000	463	241	0
Macrod1	351.500000	335	368	0
Smurf2	351.000000	444	258	0
Ptk2	351.000000	453	249	0
Kansl1	351.000000	362	340	0
Gtf2f2	351.000000	278	424	0
Tgfbr2	350.500000	343	358	0
Kcnk4	350.500000	336	365	0
Aff4	350.000000	460	240	0
Zcchc2	349.500000	350	349	0
Map3k20	349.500000	280	419	0
Fkbp5	349.500000	379	320	0
Dmxl1	349.500000	496	203	0
Ubxn4	349.000000	283	415	0
Lpar1	349.000000	334	364	0
Insig1	349.000000	347	351	0
Clock	349.000000	300	398	0
Hspe1	348.500000	335	362	0
Hspd1	348.500000	335	362	0
Phlda1	348.000000	368	328	0
Pdpr	348.000000	337	359	0
Fem1b	348.000000	348	348	0
Fam168b	348.000000	516	180	0
Sec24d	347.500000	430	265	0
Oasl1	347.500000	384	311	0
Rftn1	347.000000	486	208	0
Smim19	346.500000	374	319	0
Slc20a2	346.500000	374	319	0
Rab3a	346.500000	283	410	0
Stox1	346.000000	692	0	0
Gxylt1	346.000000	400	292	0
Rubcn	345.500000	381	310	0
Fyttd1	345.500000	381	310	0
Eprs	345.500000	369	322	0
Sipa1l2	345.000000	344	346	0
Ostf1	345.000000	365	325	0
Nmrk1	345.000000	365	325	0
Cbx4	345.000000	461	229	0
Apbb2	345.000000	298	392	0
Sac3d1	344.500000	328	361	0
Kctd13	344.500000	382	307	0
Dusp4	344.500000	417	272	0
Btg3	344.500000	373	316	0
Ran	344.000000	336	352	0
Kbtbd7	344.000000	451	237	0
Fzd3	344.000000	520	168	0
Fchsd2	344.000000	354	334	0
Fbxo16	344.000000	520	168	0
Tbca	343.500000	464	223	0
Trio	343.000000	286	400	0
Ssh2	343.000000	421	265	0
Mideas	343.000000	402	284	0
Lrp6	343.000000	686	0	0
Tbc1d2	342.500000	235	450	0
Nsd3	342.000000	325	359	0
Letm2	342.000000	325	359	0
Gtf2ird2	342.000000	281	403	0
Gab1	342.000000	335	349	0
Epc1	342.000000	344	340	0
Zeb1	341.500000	381	302	0
Ythdc1	341.500000	380	303	0
Zdhhc17	341.000000	500	182	0
Wdr41	341.000000	374	308	0
Mtx2	341.000000	233	449	0
Stat6	340.500000	388	293	0
Plcl1	340.500000	373	308	0
Zfp821	340.000000	399	281	0
Tbc1d15	340.000000	327	353	0
Ptp4a2	340.000000	275	405	0
Mier1	340.000000	367	313	0
F8a	339.500000	373	306	0
Exosc3	339.500000	416	263	0
Glul	339.000000	306	372	0
Sh3tc1	338.500000	396	281	0
Lmln	338.500000	394	283	0
Slc6a6	337.500000	269	406	0
1700025G04Rik	337.500000	352	323	0
Crebzf	337.000000	470	204	0
Wnt10b	336.500000	237	436	0
Camsap1	336.500000	435	238	0
Amh	336.500000	303	370	0
2310033P09Rik	336.500000	265	408	0
Snta1	336.000000	412	260	0
Slc16a1	336.000000	284	388	0
Pdf	335.500000	312	359	0
Zfp318	335.000000	426	244	0
Sypl	335.000000	378	292	0
Heatr4	335.000000	323	347	0
Acot2	335.000000	323	347	0
Rps6	334.500000	313	356	0
Reps1	334.500000	423	246	0
Pgs1	334.500000	325	344	0
Iffo2	334.500000	458	211	0
Yy1	334.000000	360	308	0
Prkce	334.000000	295	373	0
Mras	334.000000	453	215	0
Fzd5	334.000000	299	369	0
Pdcd7	333.500000	272	395	0
Bfsp1	333.500000	526	141	0
Anp32e	333.500000	565	102	0
Tmem102	333.000000	314	352	0
Susd1	333.000000	369	297	0
Kmt2c	333.000000	357	309	0
Fgf11	333.000000	314	352	0
Vps54	332.500000	551	114	0
Jdp2	332.500000	275	390	0
Zfp710	332.000000	360	304	0
Kansl1l	331.500000	280	383	0
Smad2	331.000000	452	210	0
Myorg	331.000000	366	296	0
Tpm1	330.500000	343	318	0
Anapc5	330.500000	285	376	0
Uqcrq	330.000000	287	373	0
Ikbip	330.000000	384	276	0
Grin2d	330.000000	375	285	0
Gdf9	330.000000	287	373	0
C2cd4a	330.000000	392	268	0
Apaf1	330.000000	384	276	0
Jarid2	329.500000	309	350	0
Cspp1	329.500000	320	339	0
Cops5	329.500000	320	339	0
Srsf11	329.000000	321	337	0
P4ha1	329.000000	296	362	0
Lrrc40	329.000000	321	337	0
Ep300	329.000000	493	165	0
Sigmar1	328.500000	307	350	0
Ehd4	328.500000	350	307	0
Actr3	328.000000	271	385	0
Zbtb8os	327.500000	202	453	0
Rbbp4	327.500000	202	453	0
Ilrun	327.000000	560	94	0
Dtx4	327.000000	429	225	0
Slc35e3	326.500000	513	140	0
Qdpr	326.500000	331	322	0
Pprc1	326.500000	323	330	0
Clrn2	326.500000	331	322	0
Pip4p1	326.000000	188	464	0
Iqgap2	326.000000	410	242	0
H3c10	326.000000	358	294	0
H2bc13	326.000000	358	294	0
H2ac13	326.000000	358	294	0
Wwc2	325.500000	328	323	0
Skida1	325.500000	459	192	0
Dut	325.000000	305	345	0
Slc4a11	324.500000	311	338	0
Rtn4r	324.500000	339	310	0
Kcmf1	324.500000	396	253	0
Whamm	324.000000	430	218	0
Lyn	324.000000	309	339	0
Fsd2	324.000000	430	218	0
Zbtb42	323.500000	647	0	0
Lhx2	323.500000	306	341	0
Dusp1	323.500000	366	281	0
Akt1	323.500000	647	0	0
Tgds	323.000000	251	395	0
Spsb4	323.000000	302	344	0
Gpr180	323.000000	251	395	0
Gpat3	323.000000	349	297	0
Agpat5	323.000000	398	248	0
Rasl10a	322.500000	255	390	0
Gas2l1	322.500000	255	390	0
Xxylt1	322.000000	364	280	0
Wtip	322.000000	644	0	0
Ppp3ca	322.000000	347	297	0
Inafm1	322.000000	448	196	0
Arglu1	322.000000	294	350	0
Zc3h8	321.500000	340	303	0
Sdcbp	321.500000	319	324	0
Rnf169	321.500000	386	257	0
Sbf2	321.000000	466	176	0
Rnf144a	321.000000	381	261	0
Ppp2r3a	321.000000	383	259	0
Siah2	320.500000	260	381	0
Eri1	320.500000	280	361	0
Csk	320.500000	304	337	0
B3gnt2	320.500000	358	283	0
Snx13	320.000000	335	305	0
Lrig1	320.000000	307	333	0
E030030I06Rik	320.000000	251	389	0
Wdsub1	319.500000	334	305	0
Snx10	319.500000	451	188	0
Mtmr12	319.500000	317	322	0
Cfap97	319.500000	341	298	0
Pon2	319.000000	456	182	0
Efnb2	319.000000	320	318	0
Shq1	318.500000	371	266	0
Samhd1	318.500000	272	365	0
Cobll1	318.500000	383	254	0
Six5	318.000000	364	272	0
Rac1	318.000000	351	285	0
Ptch1	318.000000	307	329	0
Gse1	318.000000	333	303	0
Dlx4	318.000000	493	143	0
Calm1	318.000000	448	188	0
Tssk6	317.500000	319	316	0
Ndufa13	317.500000	319	316	0
Mlh1	317.500000	200	435	0
Jph4	317.500000	468	167	0
Epm2aip1	317.500000	200	435	0
Qsox2	317.000000	315	319	0
Map1s	317.000000	288	346	0
Cnbp	317.000000	317	317	0
Uhrf1bp1	316.500000	320	313	0
Nudt18	316.500000	313	320	0
Ndfip1	316.500000	347	286	0
R3hdm2	316.000000	356	276	0
Lsm1	316.000000	380	252	0
Cdc14a	316.000000	143	489	0
Bag4	316.000000	380	252	0
Tcte2	315.500000	406	225	0
Pum2	315.500000	497	134	0
Afdn	315.500000	406	225	0
Rmdn1	315.000000	288	342	0
Picalm	315.000000	377	253	0
Cpne3	315.000000	288	342	0
Ptpn4	314.500000	474	155	0
Osgin2	314.500000	370	259	0
Ebag9	314.500000	417	212	0
Fndc3b	314.000000	364	264	0
Ddx6	314.000000	264	364	0
Daglb	314.000000	323	305	0
Cog3	314.000000	362	266	0
Tchh	313.500000	378	249	0
Prpf38b	313.500000	327	300	0
Celf1	313.500000	322	305	0
Smarcc1	313.000000	241	385	0
Scaf4	313.000000	322	304	0
Med7	313.000000	422	204	0
Lonrf1	313.000000	487	139	0
Adgra2	313.000000	393	233	0
Mef2d	312.500000	383	242	0
Igsf11	312.500000	386	239	0
Amdhd2	312.500000	301	324	0
Sned1	312.000000	434	190	0
Nkpd1	312.000000	374	250	0
Met	312.000000	406	218	0
Tpst1	311.500000	437	186	0
Soga1	311.500000	305	318	0
Grm6	311.500000	316	307	0
Gm3448	311.500000	328	295	0
Gm3417	311.500000	328	295	0
Abcc1	311.500000	486	137	0
9030025P20Rik	311.500000	328	295	0
Sp3	311.000000	319	303	0
Mllt3	311.000000	501	121	0
Fxn	311.000000	516	106	0
Zfp553	310.500000	349	272	0
Eif1ax	310.500000	379	242	0
Ufsp2	310.000000	270	350	0
Txnl1	310.000000	254	366	0
Neurog2	310.000000	305	315	0
Hacd3	310.000000	374	246	0
Fam83f	310.000000	320	300	0
1700029J07Rik	310.000000	270	350	0
Spast	309.500000	324	295	0
Gde1	309.000000	286	332	0
Ezr	309.000000	205	413	0
Ccnd1	309.000000	242	376	0
Fam214a	308.500000	272	345	0
Arl5a	308.500000	336	281	0
Zbtb18	308.000000	277	339	0
Tnfsfm13	308.000000	389	227	0
Tnfsf12	308.000000	389	227	0
Mansc4	308.000000	313	303	0
Klhl42	308.000000	313	303	0
Dyrk3	308.000000	277	339	0
Zc3hav1	307.500000	318	297	0
Ube2g2	307.500000	264	351	0
Tmem116	307.500000	389	226	0
Erp29	307.500000	389	226	0
Dock5	307.500000	437	178	0
Dgke	307.500000	372	243	0
Cad	307.500000	344	271	0
Zfp91	307.000000	287	327	0
Usp3	307.000000	396	218	0
Tsc22d2	307.000000	407	207	0
Prdm8	307.000000	399	215	0
Lpxn	307.000000	287	327	0
Kcna7	307.000000	267	347	0
Amer2	307.000000	292	322	0
Rrnad1	306.500000	370	243	0
Map4k4	306.500000	307	306	0
Isg20l2	306.500000	370	243	0
Epb41l2	306.500000	372	241	0
Prdm10	306.000000	612	0	0
Pdia5	306.000000	236	376	0
Jade1	306.000000	459	153	0
Dennd5a	306.000000	295	317	0
Pogz	305.500000	356	255	0
Pkd2	305.500000	418	193	0
Pbld2	305.500000	335	276	0
Mthfd1l	305.500000	388	223	0
Hnrnph3	305.500000	335	276	0
Hnrnpdl	305.500000	327	284	0
Enoph1	305.500000	327	284	0
Myo15b	304.500000	338	271	0
Rassf8	304.000000	412	196	0
Nup153	303.000000	328	278	0
E2f1	303.000000	332	274	0
Vav2	302.500000	315	290	0
Nmt2	302.500000	300	305	0
Ap5b1	302.500000	348	257	0
Ube2h	302.000000	369	235	0
Taok3	302.000000	287	317	0
Suds3	302.000000	287	317	0
Hdgfl3	302.000000	251	353	0
Zfp654	301.500000	360	243	0
Zbtb10	301.500000	424	179	0
Rarg	301.500000	283	320	0
Donson	301.500000	349	254	0
Cggbp1	301.500000	360	243	0
Abhd10	301.500000	219	384	0
Wwp1	301.000000	279	323	0
Lrrc8a	301.000000	333	269	0
Gfra4	301.000000	402	200	0
Ddhd1	301.000000	406	196	0
4930402H24Rik	301.000000	388	214	0
Tusc3	300.500000	293	308	0
Trim59	300.500000	377	224	0
Tmem11	300.500000	316	285	0
Rapgef5	300.500000	398	203	0
Eps15	300.500000	236	365	0
Arhgap10	300.500000	274	327	0
Mllt10	300.000000	263	337	0
