Target_genes	Klf3|Average	SRX248398|MEF	STRING
Rab10	425.000000	425	0
Mettl2	425.000000	425	0
Faxc	425.000000	425	0
Dag1	425.000000	425	0
Btbd19	425.000000	425	0
AI413582	425.000000	425	0
Utp23	423.000000	423	0
Sp3	423.000000	423	0
Rhoq	423.000000	423	0
Mmp11	423.000000	423	0
Krba1	423.000000	423	0
Gm10710	423.000000	423	0
Dchs2	423.000000	423	0
Chchd10	423.000000	423	0
Tmem131	422.000000	422	0
Psmd9	422.000000	422	0
Mccc1	422.000000	422	0
Lsm12	422.000000	422	0
G6pc3	422.000000	422	0
Dnaic2	422.000000	422	0
Churc1	422.000000	422	0
Arl6ip1	422.000000	422	0
Usf3	421.000000	421	0
Ep300	421.000000	421	0
Zfp229	420.000000	420	0
Rce1	420.000000	420	0
Mlxip	420.000000	420	0
Commd2	420.000000	420	0
Cd47	420.000000	420	0
3830406C13Rik	420.000000	420	0
Zfp316	419.000000	419	0
Vgll3	419.000000	419	0
Taf5	419.000000	419	0
Mfsd13b	419.000000	419	0
Map4k4	419.000000	419	0
Hif1an	419.000000	419	0
Fam120c	419.000000	419	0
Cdr2	419.000000	419	0
Rfc1	418.000000	418	0
Phf13	418.000000	418	0
Kat7	418.000000	418	0
Amd2	418.000000	418	0
Amd1	418.000000	418	0
Ttc41	417.000000	417	0
Ston1	417.000000	417	0
Slc6a9	417.000000	417	0
Niban2	417.000000	417	0
Ldb1	417.000000	417	0
Hsp90b1	417.000000	417	0
Gm12500	417.000000	417	0
Dars	417.000000	417	0
Ampd2	417.000000	417	0
Ttc16	416.000000	416	0
Tmem119	416.000000	416	0
Ticrr	416.000000	416	0
Sec31a	416.000000	416	0
Ptrh1	416.000000	416	0
Mtss2	416.000000	416	0
Mphosph10	416.000000	416	0
Mcee	416.000000	416	0
Ier3	416.000000	416	0
Flot1	416.000000	416	0
Cnnm2	416.000000	416	0
Alg9	416.000000	416	0
Abhd2	416.000000	416	0
Taok3	415.000000	415	0
Suds3	415.000000	415	0
Per1	414.000000	414	0
Nol12	414.000000	414	0
Mndal	414.000000	414	0
Lamc1	414.000000	414	0
Itga3	414.000000	414	0
Dgke	414.000000	414	0
Vps13d	413.000000	413	0
Snx21	413.000000	413	0
Rbbp5	413.000000	413	0
Stambpl1	412.000000	412	0
Ppm1a	412.000000	412	0
Paip2b	412.000000	412	0
Gm14296	412.000000	412	0
Fastk	412.000000	412	0
2210418O10Rik	412.000000	412	0
Scrn1	411.000000	411	0
Rabl3	411.000000	411	0
Ifnar2	411.000000	411	0
Id2	411.000000	411	0
Gtf2e1	411.000000	411	0
Zfp965	410.000000	410	0
Slc25a42	410.000000	410	0
Ric8a	410.000000	410	0
Polr1b	410.000000	410	0
Osbpl11	410.000000	410	0
Gtf2f1	410.000000	410	0
Gm3776	410.000000	410	0
Fosl2	410.000000	410	0
Endov	410.000000	410	0
Clic4	410.000000	410	0
Bet1l	410.000000	410	0
Zfp839	409.000000	409	0
Tmem129	409.000000	409	0
Tmem115	409.000000	409	0
Tacc3	409.000000	409	0
Rnf187	409.000000	409	0
Ppp2r1b	409.000000	409	0
Pemt	409.000000	409	0
Mef2d	409.000000	409	0
Kank2	409.000000	409	0
Fxr1	409.000000	409	0
Cdc6	409.000000	409	0
B3gnt9	409.000000	409	0
Usp34	408.000000	408	0
Tmem95	408.000000	408	0
Poldip3	408.000000	408	0
Kctd11	408.000000	408	0
Ginm1	408.000000	408	0
Fkbp9	408.000000	408	0
Dhrs11	408.000000	408	0
Calr	408.000000	408	0
Bri3	408.000000	408	0
Atxn2l	408.000000	408	0
Akirin1	408.000000	408	0
Zbtb22	407.000000	407	0
Tgif2	407.000000	407	0
Tapbp	407.000000	407	0
Rab22a	407.000000	407	0
Pole2	407.000000	407	0
Marchf9	407.000000	407	0
Dap	407.000000	407	0
Cdk4	407.000000	407	0
Abcb10	407.000000	407	0
Ublcp1	406.000000	406	0
Tmem183a	406.000000	406	0
Rps6kc1	406.000000	406	0
Plekho2	406.000000	406	0
Lyrm9	406.000000	406	0
Arhgap29	406.000000	406	0
Tk1	405.000000	405	0
Shisa4	405.000000	405	0
Scamp1	405.000000	405	0
Nampt	405.000000	405	0
Hibadh	405.000000	405	0
Dnajc1	405.000000	405	0
Ccdc14	405.000000	405	0
Afmid	405.000000	405	0
Znhit2	404.000000	404	0
Tulp3	404.000000	404	0
Pik3ip1	404.000000	404	0
Mrpl49	404.000000	404	0
Fau	404.000000	404	0
Eif5a	404.000000	404	0
Depdc5	404.000000	404	0
Coa6	404.000000	404	0
Bcas3	404.000000	404	0
Zkscan17	403.000000	403	0
Snx6	403.000000	403	0
Parp1	403.000000	403	0
Nupr1l	403.000000	403	0
Ndufb5	403.000000	403	0
Mrpl47	403.000000	403	0
Efcab2	403.000000	403	0
Dgcr8	403.000000	403	0
Zbtb7b	402.000000	402	0
Wdr44	402.000000	402	0
Unc13a	402.000000	402	0
U2af2	402.000000	402	0
Tmcc3	402.000000	402	0
Srsf7	402.000000	402	0
Rtf2	402.000000	402	0
Ric8b	402.000000	402	0
Mfhas1	402.000000	402	0
Jak3	402.000000	402	0
Farp1	402.000000	402	0
Cd164	402.000000	402	0
Ccdc28a	402.000000	402	0
Ccdc106	402.000000	402	0
1700025G04Rik	402.000000	402	0
Zfp868	401.000000	401	0
Wwc2	401.000000	401	0
Rptor	401.000000	401	0
Phrf1	401.000000	401	0
Amn1	401.000000	401	0
Sh3bp2	400.000000	400	0
Nectin2	400.000000	400	0
Mtmr4	400.000000	400	0
Fzd9	400.000000	400	0
Dgat1	400.000000	400	0
Cep78	400.000000	400	0
Trex1	399.000000	399	0
Muc1	399.000000	399	0
Dock3	399.000000	399	0
Vps11	398.000000	398	0
Vac14	398.000000	398	0
Tpr	398.000000	398	0
Soat1	398.000000	398	0
Odr4	398.000000	398	0
Krr1	398.000000	398	0
Eif4a1	398.000000	398	0
Daam1	398.000000	398	0
Cep192	398.000000	398	0
Caprin1	398.000000	398	0
Amotl2	398.000000	398	0
Zc3h12a	397.000000	397	0
Tmc8	397.000000	397	0
Tmc6	397.000000	397	0
Sufu	397.000000	397	0
Nfe2l1	397.000000	397	0
Mta2	397.000000	397	0
Mbnl1	397.000000	397	0
Hdgf	397.000000	397	0
Hbegf	397.000000	397	0
Bach1	397.000000	397	0
Actr1a	397.000000	397	0
Trip6	396.000000	396	0
Traip	396.000000	396	0
Tm7sf2	396.000000	396	0
Olfr806	396.000000	396	0
Nrbp1	396.000000	396	0
Naa30	396.000000	396	0
Mthfsl	396.000000	396	0
Msh2	396.000000	396	0
Lpcat1	396.000000	396	0
Get4	396.000000	396	0
Zfp948	395.000000	395	0
Xiap	395.000000	395	0
U2surp	395.000000	395	0
Trappc11	395.000000	395	0
Topbp1	395.000000	395	0
Rwdd4a	395.000000	395	0
Mbd6	395.000000	395	0
Gtdc1	395.000000	395	0
Ddit3	395.000000	395	0
Crem	395.000000	395	0
Alg14	395.000000	395	0
Zfp970	394.000000	394	0
Rnf6	394.000000	394	0
Rab8a	394.000000	394	0
Prss16	394.000000	394	0
Polr1e	394.000000	394	0
Lgalsl	394.000000	394	0
Gjb4	394.000000	394	0
Clp1	394.000000	394	0
Asns	394.000000	394	0
Adam10	394.000000	394	0
Abracl	394.000000	394	0
Tgoln2	393.000000	393	0
Tgoln1	393.000000	393	0
Slc39a3	393.000000	393	0
Saraf	393.000000	393	0
Pogk	393.000000	393	0
Pde8a	393.000000	393	0
Mad2l1bp	393.000000	393	0
Yme1l1	392.000000	392	0
Tmem87b	392.000000	392	0
Slc16a10	392.000000	392	0
Mastl	392.000000	392	0
Gm27021	392.000000	392	0
Emc8	392.000000	392	0
Cox4i1	392.000000	392	0
Clpp	392.000000	392	0
Xbp1	391.000000	391	0
Slc41a3	391.000000	391	0
Slc35g3	391.000000	391	0
Polr2a	391.000000	391	0
Pfkp	391.000000	391	0
Mt4	391.000000	391	0
Micall2	391.000000	391	0
Kmt2c	391.000000	391	0
Dnaja3	391.000000	391	0
Coro7	391.000000	391	0
Cdc42	391.000000	391	0
Zmynd10	390.000000	390	0
Usp37	390.000000	390	0
Tmem41b	390.000000	390	0
Taco1	390.000000	390	0
Rdh14	390.000000	390	0
Rassf1	390.000000	390	0
Med23	390.000000	390	0
Hdac10	390.000000	390	0
Gprc5a	390.000000	390	0
Fam177a2	390.000000	390	0
Fam177a	390.000000	390	0
Cnot9	390.000000	390	0
Agpat4	390.000000	390	0
Yap1	389.000000	389	0
Ube2c	389.000000	389	0
Stn1	389.000000	389	0
Slc25a40	389.000000	389	0
Myo1b	389.000000	389	0
Mvb12a	389.000000	389	0
Ksr1	389.000000	389	0
H2bc21	389.000000	389	0
H2ac21	389.000000	389	0
H2ac20	389.000000	389	0
Dbf4	389.000000	389	0
Coro1c	389.000000	389	0
Aptx	389.000000	389	0
Trappc8	388.000000	388	0
Tmem53	388.000000	388	0
Rps3a1	388.000000	388	0
Pitx3	388.000000	388	0
Napg	388.000000	388	0
Itpripl2	388.000000	388	0
Gbf1	388.000000	388	0
Cd99l2	388.000000	388	0
Ccl8	388.000000	388	0
Cavin3	388.000000	388	0
Armh1	388.000000	388	0
Zxdc	387.000000	387	0
Ttbk2	387.000000	387	0
Zfp865	386.000000	386	0
Zbtb3	386.000000	386	0
Vstm5	386.000000	386	0
Polr2g	386.000000	386	0
Ncdn	386.000000	386	0
Amer1	386.000000	386	0
AU040320	386.000000	386	0
Six2	385.000000	385	0
Rdm1	385.000000	385	0
Iqank1	385.000000	385	0
Hspa4l	385.000000	385	0
Hdac4	385.000000	385	0
Fam83h	385.000000	385	0
Ddr1	385.000000	385	0
Chst14	385.000000	385	0
Acvr1b	385.000000	385	0
Ushbp1	384.000000	384	0
Syne3	384.000000	384	0
Nt5c3	384.000000	384	0
Mis18bp1	384.000000	384	0
Lsm10	384.000000	384	0
Chka	384.000000	384	0
Babam1	384.000000	384	0
Actr6	384.000000	384	0
Vps37b	383.000000	383	0
Usf1	383.000000	383	0
Uhrf2	383.000000	383	0
Tppp	383.000000	383	0
Snrnp200	383.000000	383	0
Slc35a5	383.000000	383	0
Prdx4	383.000000	383	0
Nfatc1	383.000000	383	0
Mphosph9	383.000000	383	0
Med4	383.000000	383	0
Hlf	383.000000	383	0
Dnajc16	383.000000	383	0
Cd63	383.000000	383	0
Casp9	383.000000	383	0
Baiap2l1	383.000000	383	0
Atg3	383.000000	383	0
Abcd4	383.000000	383	0
2810006K23Rik	383.000000	383	0
1810024B03Rik	383.000000	383	0
Zfp40	382.000000	382	0
Taz	382.000000	382	0
Sqstm1	382.000000	382	0
Lrig1	382.000000	382	0
Inafm2	382.000000	382	0
Gas2l1	382.000000	382	0
Dnase1l1	382.000000	382	0
Zfp397	381.000000	381	0
Sh3bgrl2	381.000000	381	0
Pelp1	381.000000	381	0
Nfkb2	381.000000	381	0
Ncoa7	381.000000	381	0
Myl4	381.000000	381	0
Gm14295	381.000000	381	0
Fdx1	381.000000	381	0
Col5a3	381.000000	381	0
Cebpd	381.000000	381	0
Cdc27	381.000000	381	0
Caprin2	381.000000	381	0
B4galt3	381.000000	381	0
Tob1	380.000000	380	0
Tmem221	380.000000	380	0
Rab3d	380.000000	380	0
Nup93	380.000000	380	0
Nudt16	380.000000	380	0
Nf2	380.000000	380	0
Kdm8	380.000000	380	0
Drap1	380.000000	380	0
AI837181	380.000000	380	0
2610001J05Rik	380.000000	380	0
Vat1l	379.000000	379	0
Txnrd3	379.000000	379	0
Sec23ip	379.000000	379	0
Pa2g4	379.000000	379	0
Mcmbp	379.000000	379	0
Klc1	379.000000	379	0
Jup	379.000000	379	0
Gpr155	379.000000	379	0
A930007A09Rik	379.000000	379	0
Zfp846	378.000000	378	0
Zfp7	378.000000	378	0
Zcchc14	378.000000	378	0
Ufl1	378.000000	378	0
Sypl	378.000000	378	0
Sbno2	378.000000	378	0
Nyap1	378.000000	378	0
Mafa	378.000000	378	0
Gorab	378.000000	378	0
Fem1c	378.000000	378	0
Zswim6	377.000000	377	0
Zcchc7	377.000000	377	0
Tle5	377.000000	377	0
Ankrd40	377.000000	377	0
Vasn	376.000000	376	0
Pomgnt1	376.000000	376	0
Mief1	376.000000	376	0
Fpgs	376.000000	376	0
E2f8	376.000000	376	0
Zfyve21	375.000000	375	0
Xrcc3	375.000000	375	0
Wee1	375.000000	375	0
Vps37c	375.000000	375	0
Usp32	375.000000	375	0
Tfg	375.000000	375	0
Rpsa	375.000000	375	0
Igsf3	375.000000	375	0
Hspa1b	375.000000	375	0
Gm45521	375.000000	375	0
Alox12	375.000000	375	0
Zc3h6	374.000000	374	0
Ube2f	374.000000	374	0
Snx12	374.000000	374	0
Smg1	374.000000	374	0
Gpatch2l	374.000000	374	0
Cyb561d1	374.000000	374	0
Ankrd42	374.000000	374	0
Tor1aip2	373.000000	373	0
Tor1aip1	373.000000	373	0
Rhbdf1	373.000000	373	0
Rdh11	373.000000	373	0
Msh3	373.000000	373	0
Mpg	373.000000	373	0
Foxk1	373.000000	373	0
Flnb	373.000000	373	0
Dhfr	373.000000	373	0
Clcf1	373.000000	373	0
Atf3	373.000000	373	0
Zbtb46	372.000000	372	0
Tsfm	372.000000	372	0
Tbpl1	372.000000	372	0
Pnkd	372.000000	372	0
Npm3	372.000000	372	0
Klhl2	372.000000	372	0
Cdyl	372.000000	372	0
Ate1	372.000000	372	0
Tle4	371.000000	371	0
Rasa4	371.000000	371	0
Qsox2	371.000000	371	0
Ndufaf3	371.000000	371	0
Ndufa5	371.000000	371	0
Metrnl	371.000000	371	0
Med16	371.000000	371	0
Mbnl2	371.000000	371	0
Irf2	371.000000	371	0
Dalrd3	371.000000	371	0
Asb15	371.000000	371	0
Agl	371.000000	371	0
Yipf2	370.000000	370	0
Wdr77	370.000000	370	0
Timm29	370.000000	370	0
Slc25a39	370.000000	370	0
Rarg	370.000000	370	0
Rabac1	370.000000	370	0
Pgghg	370.000000	370	0
Itpr3	370.000000	370	0
Ift88	370.000000	370	0
Hes1	370.000000	370	0
Dop1b	370.000000	370	0
Cflar	370.000000	370	0
Atp5pb	370.000000	370	0
Ascc2	370.000000	370	0
Arhgap23	370.000000	370	0
Ucp2	369.000000	369	0
Slc4a2	369.000000	369	0
Rnf168	369.000000	369	0
Ptpra	369.000000	369	0
Ptpn4	369.000000	369	0
LTO1	369.000000	369	0
Cdk5	369.000000	369	0
Adi1	369.000000	369	0
Tst	368.000000	368	0
Tnp2	368.000000	368	0
Socs1	368.000000	368	0
Slc12a6	368.000000	368	0
Rbms1	368.000000	368	0
Prm3	368.000000	368	0
Pias1	368.000000	368	0
Pfn1	368.000000	368	0
Pfkfb3	368.000000	368	0
Nop10	368.000000	368	0
Mpst	368.000000	368	0
Mettl18	368.000000	368	0
Gcdh	368.000000	368	0
Fam234a	368.000000	368	0
Eno3	368.000000	368	0
E2f3	368.000000	368	0
Clcc1	368.000000	368	0
BC055324	368.000000	368	0
Ascc3	368.000000	368	0
Snx11	367.000000	367	0
Sec11c	367.000000	367	0
Nt5dc1	367.000000	367	0
Golm2	367.000000	367	0
Xpo6	366.000000	366	0
Sbf2	366.000000	366	0
Rpusd1	366.000000	366	0
Rprd1a	366.000000	366	0
Ralb	366.000000	366	0
Katna1	366.000000	366	0
Hoxc12	366.000000	366	0
Erlin1	366.000000	366	0
Chtf18	366.000000	366	0
Arnt	366.000000	366	0
Tmco6	365.000000	365	0
Tm4sf1	365.000000	365	0
Tagap1	365.000000	365	0
Suox	365.000000	365	0
Snx8	365.000000	365	0
Slc18a1	365.000000	365	0
Ptdss1	365.000000	365	0
Mterf3	365.000000	365	0
Lats2	365.000000	365	0
Eif4e2	365.000000	365	0
Ehd4	365.000000	365	0
Ccm2	365.000000	365	0
Canx	365.000000	365	0
Atp6v1b2	365.000000	365	0
Tmem171	364.000000	364	0
Spink10	364.000000	364	0
Rcn2	364.000000	364	0
Ppp4c	364.000000	364	0
Klhl15	364.000000	364	0
Hsdl1	364.000000	364	0
Fbxo38	364.000000	364	0
Eogt	364.000000	364	0
Dnaaf1	364.000000	364	0
Adamts1	364.000000	364	0
Abcf3	364.000000	364	0
Traf4	363.000000	363	0
Slc35c1	363.000000	363	0
Fam219a	363.000000	363	0
Dnaic1	363.000000	363	0
Cars2	363.000000	363	0
B4galt7	363.000000	363	0
Ankrd37	363.000000	363	0
Traf3ip2	362.000000	362	0
Tent2	362.000000	362	0
Rbpms2	362.000000	362	0
Piezo1	362.000000	362	0
Nup188	362.000000	362	0
Golm1	362.000000	362	0
Etnk2	362.000000	362	0
Dolk	362.000000	362	0
Ccdc85c	362.000000	362	0
Zfp687	361.000000	361	0
Rheb	361.000000	361	0
Paqr5	361.000000	361	0
Morf4l1	361.000000	361	0
Mkln1	361.000000	361	0
Impdh1	361.000000	361	0
Ilrun	361.000000	361	0
Fem1a	361.000000	361	0
Dennd4b	361.000000	361	0
Aunip	361.000000	361	0
Arhgef18	361.000000	361	0
Primpol	360.000000	360	0
Myl12b	360.000000	360	0
Lipt1	360.000000	360	0
Gpr137b	360.000000	360	0
Glt8d2	360.000000	360	0
Casp3	360.000000	360	0
Atp10d	360.000000	360	0
Arl6	360.000000	360	0
Sugt1	359.000000	359	0
Slc25a16	359.000000	359	0
Scamp4	359.000000	359	0
Rictor	359.000000	359	0
Pmel	359.000000	359	0
Ncaph2	359.000000	359	0
Lmf2	359.000000	359	0
Cdk2	359.000000	359	0
Adat3	359.000000	359	0
Vps8	358.000000	358	0
Ulbp1	358.000000	358	0
Ubtd2	358.000000	358	0
Tlnrd1	358.000000	358	0
Setd3	358.000000	358	0
Plpp2	358.000000	358	0
Pdk1	358.000000	358	0
Nr6a1	358.000000	358	0
Mesd	358.000000	358	0
Mast4	358.000000	358	0
Gle1	358.000000	358	0
Cct4	358.000000	358	0
Ccnk	358.000000	358	0
Asxl1	358.000000	358	0
Ago3	358.000000	358	0
Trak2	357.000000	357	0
Ssh3	357.000000	357	0
Sike1	357.000000	357	0
Prc1	357.000000	357	0
Pdcd11	357.000000	357	0
Lrp8	357.000000	357	0
Idi1	357.000000	357	0
Atp5md	357.000000	357	0
Trip4	356.000000	356	0
Sec61a1	356.000000	356	0
Rps6ka2	356.000000	356	0
Rplp2	356.000000	356	0
Ppp1r3e	356.000000	356	0
Pidd1	356.000000	356	0
Pias3	356.000000	356	0
Eif3m	356.000000	356	0
Egr3	356.000000	356	0
Csnk1g1	356.000000	356	0
Ckap2	356.000000	356	0
Zfand2b	355.000000	355	0
Ssh1	355.000000	355	0
Spred2	355.000000	355	0
Phlda1	355.000000	355	0
Itpka	355.000000	355	0
Il17ra	355.000000	355	0
Crebrf	355.000000	355	0
Commd4	355.000000	355	0
Atp2c1	355.000000	355	0
Atp13a3	355.000000	355	0
Tgds	354.000000	354	0
Stk11	354.000000	354	0
Ndufs7	354.000000	354	0
Gpr180	354.000000	354	0
Galnt18	354.000000	354	0
D10Wsu102e	354.000000	354	0
Cep63	354.000000	354	0
Cachd1	354.000000	354	0
Anapc13	354.000000	354	0
Akr1a1	354.000000	354	0
Agfg2	354.000000	354	0
Tbcc	353.000000	353	0
Slc35g1	353.000000	353	0
Scfd1	353.000000	353	0
Paip2	353.000000	353	0
Marchf2	353.000000	353	0
Ctbp1	353.000000	353	0
Cd320	353.000000	353	0
Ccn5	353.000000	353	0
Zfp809	352.000000	352	0
Trub2	352.000000	352	0
Tomm40	352.000000	352	0
Skiv2l	352.000000	352	0
Rtel1	352.000000	352	0
Prdm10	352.000000	352	0
Nelfe	352.000000	352	0
Nbeal2	352.000000	352	0
Lasp1	352.000000	352	0
Lactb2	352.000000	352	0
Herpud1	352.000000	352	0
Gk5	352.000000	352	0
Dgkd	352.000000	352	0
Cpne2	352.000000	352	0
Cnbp	352.000000	352	0
Ccdc12	352.000000	352	0
Brwd1	352.000000	352	0
Bhlhe40	352.000000	352	0
Arid5b	352.000000	352	0
Zfp651	351.000000	351	0
Zfp248	351.000000	351	0
Rpl38	351.000000	351	0
Lrp12	351.000000	351	0
Il1r1	351.000000	351	0
Arid2	351.000000	351	0
Fsd1l	350.000000	350	0
Epb41l4a	350.000000	350	0
Dot1l	350.000000	350	0
Ccdc84	350.000000	350	0
2310022B05Rik	350.000000	350	0
Sorbs1	349.000000	349	0
Snx14	349.000000	349	0
Gtpbp3	349.000000	349	0
Arhgdia	349.000000	349	0
Arhgap8	349.000000	349	0
Ano8	349.000000	349	0
Tcf25	348.000000	348	0
Spc25	348.000000	348	0
Hcfc1	348.000000	348	0
G6pc2	348.000000	348	0
Ctnna1	348.000000	348	0
Sh3bp4	347.000000	347	0
Mrm1	347.000000	347	0
Loxl4	347.000000	347	0
Hpcal1	347.000000	347	0
Gpr137	347.000000	347	0
Cdkn2b	347.000000	347	0
Bad	347.000000	347	0
Wdr75	346.000000	346	0
Tdp1	346.000000	346	0
Setd5	346.000000	346	0
Phf5a	346.000000	346	0
Pcbp1	346.000000	346	0
Nin	346.000000	346	0
Man1b1	346.000000	346	0
Efcab11	346.000000	346	0
Dcaf10	346.000000	346	0
Cic	346.000000	346	0
Aco2	346.000000	346	0
Zfp800	345.000000	345	0
Trim46	345.000000	345	0
Smim15	345.000000	345	0
Rpl21	345.000000	345	0
Ppp1r7	345.000000	345	0
Pltp	345.000000	345	0
Pask	345.000000	345	0
Ndufv1	345.000000	345	0
Mmp28	345.000000	345	0
Krtcap2	345.000000	345	0
Gfod1	345.000000	345	0
Fbln1	345.000000	345	0
Fam107b	345.000000	345	0
Csnk2a2	345.000000	345	0
Xpnpep1	344.000000	344	0
Timm50	344.000000	344	0
Sptlc1	344.000000	344	0
Snx1	344.000000	344	0
Rreb1	344.000000	344	0
Pfdn4	344.000000	344	0
Gm829	344.000000	344	0
Fth1	344.000000	344	0
Fdps	344.000000	344	0
Ercc6l	344.000000	344	0
Ciao2a	344.000000	344	0
Ccdc187	344.000000	344	0
C1qtnf12	344.000000	344	0
Yy1	343.000000	343	0
Tctn1	343.000000	343	0
Plaur	343.000000	343	0
Pi4k2b	343.000000	343	0
Mlf2	343.000000	343	0
Cdk9	343.000000	343	0
Ccdc74a	343.000000	343	0
Stk19	342.000000	342	0
Rtn4rl1	342.000000	342	0
Pick1	342.000000	342	0
Mis18a	342.000000	342	0
Litaf	342.000000	342	0
Lars2	342.000000	342	0
Irf2bpl	342.000000	342	0
Dxo	342.000000	342	0
Dph1	342.000000	342	0
Dipk2a	342.000000	342	0
Cops8	342.000000	342	0
Cmpk1	342.000000	342	0
Cdh13	342.000000	342	0
Sft2d2	341.000000	341	0
Rmnd1	341.000000	341	0
Ppl	341.000000	341	0
Nxpe3	341.000000	341	0
Lin52	341.000000	341	0
Grpel1	341.000000	341	0
Fbxo44	341.000000	341	0
Fbxo21	341.000000	341	0
Fbxo2	341.000000	341	0
Cnnm3	341.000000	341	0
Armt1	341.000000	341	0
Aldh6a1	341.000000	341	0
Zfp52	340.000000	340	0
Slc27a4	340.000000	340	0
Lztr1	340.000000	340	0
Hnrnpl	340.000000	340	0
Gins3	340.000000	340	0
Ccng2	340.000000	340	0
Brd3os	340.000000	340	0
Trnt1	339.000000	339	0
Them6	339.000000	339	0
Tceanc	339.000000	339	0
Sp1	339.000000	339	0
Smg7	339.000000	339	0
Rps23	339.000000	339	0
Rnaseh2b	339.000000	339	0
Lfng	339.000000	339	0
Cep43	339.000000	339	0
Abi2	339.000000	339	0
Ttyh2	338.000000	338	0
Surf4	338.000000	338	0
Stkld1	338.000000	338	0
Phldb2	338.000000	338	0
Ostm1	338.000000	338	0
Mtfr1l	338.000000	338	0
Msh6	338.000000	338	0
Ddx10	338.000000	338	0
Atp6v0a2	338.000000	338	0
Ubn1	337.000000	337	0
Tank	337.000000	337	0
Rabgap1l	337.000000	337	0
Polr1d	337.000000	337	0
Lnx2	337.000000	337	0
Glyr1	337.000000	337	0
Gkap1	337.000000	337	0
Efhc1	337.000000	337	0
Cd81	337.000000	337	0
Usp1	336.000000	336	0
Rapgef6	336.000000	336	0
Nhlrc2	336.000000	336	0
Grk6	336.000000	336	0
Dclre1a	336.000000	336	0
Usp46	335.000000	335	0
Trmt44	335.000000	335	0
Tango2	335.000000	335	0
Stub1	335.000000	335	0
Rock1	335.000000	335	0
Rhbdl1	335.000000	335	0
Plxna3	335.000000	335	0
Lsm4	335.000000	335	0
Klf13	335.000000	335	0
Jmjd8	335.000000	335	0
H1f0	335.000000	335	0
Gcat	335.000000	335	0
Dtnbp1	335.000000	335	0
Dnajb12	335.000000	335	0
Arvcf	335.000000	335	0
Adamts10	335.000000	335	0
Ski	334.000000	334	0
Pdxdc1	334.000000	334	0
Mthfs	334.000000	334	0
Fus	334.000000	334	0
Flacc1	334.000000	334	0
Echs1	334.000000	334	0
Usp27x	333.000000	333	0
Ttc12	333.000000	333	0
Tmem62	333.000000	333	0
Stpg3	333.000000	333	0
Rmi2	333.000000	333	0
Rap1gds1	333.000000	333	0
Qk	333.000000	333	0
Pip4k2a	333.000000	333	0
Nelfb	333.000000	333	0
Nedd9	333.000000	333	0
Celf5	333.000000	333	0
Zcchc8	332.000000	332	0
Thbs3	332.000000	332	0
Synrg	332.000000	332	0
Socs3	332.000000	332	0
Slc39a13	332.000000	332	0
Rere	332.000000	332	0
Pcyt1a	332.000000	332	0
Mtx1	332.000000	332	0
Klhl8	332.000000	332	0
Id1	332.000000	332	0
Hlcs	332.000000	332	0
Fam71e1	332.000000	332	0
Emc10	332.000000	332	0
Cdc42se2	332.000000	332	0
Camta1	332.000000	332	0
Wdr61	331.000000	331	0
Vps26a	331.000000	331	0
Spaca6	331.000000	331	0
Sfr1	331.000000	331	0
Scn2a	331.000000	331	0
Prpsap1	331.000000	331	0
Nphp3	331.000000	331	0
Lig4	331.000000	331	0
Kcnb1	331.000000	331	0
Hoxd3	331.000000	331	0
Hjurp	331.000000	331	0
Edn1	331.000000	331	0
Cpt1c	331.000000	331	0
Commd10	331.000000	331	0
Bgn	331.000000	331	0
Ankrd39	331.000000	331	0
Abhd13	331.000000	331	0
A730008H23Rik	331.000000	331	0
Uevld	330.000000	330	0
Rnf170	330.000000	330	0
Ppp2r1a	330.000000	330	0
Ppox	330.000000	330	0
Hook3	330.000000	330	0
Got1l1	330.000000	330	0
Diaph3	330.000000	330	0
Dazap2	330.000000	330	0
Atp11c	330.000000	330	0
Ankrd46	330.000000	330	0
Agps	330.000000	330	0
Selenow	329.000000	329	0
Fkbp11	329.000000	329	0
Etv1	329.000000	329	0
Dact2	329.000000	329	0
AW551984	329.000000	329	0
Spg20	328.000000	328	0
Per2	328.000000	328	0
Lmbr1l	328.000000	328	0
Gtpbp8	328.000000	328	0
Aff1	328.000000	328	0
Zc3hc1	327.000000	327	0
Ttpal	327.000000	327	0
Tex14	327.000000	327	0
Spout1	327.000000	327	0
Slc38a9	327.000000	327	0
Scarb2	327.000000	327	0
Rassf5	327.000000	327	0
Rad51c	327.000000	327	0
Ptma	327.000000	327	0
Pja2	327.000000	327	0
Gtf2ird1	327.000000	327	0
Egr2	327.000000	327	0
Zadh2	326.000000	326	0
Tshz1	326.000000	326	0
Rhoc	326.000000	326	0
Pcnx3	326.000000	326	0
Mrpl15	326.000000	326	0
Marchf7	326.000000	326	0
Map3k11	326.000000	326	0
Hoxc13	326.000000	326	0
Fam20c	326.000000	326	0
Esrra	326.000000	326	0
Catsperz	326.000000	326	0
Ap4e1	326.000000	326	0
Trim8	325.000000	325	0
Serpine1	325.000000	325	0
Rpl27	325.000000	325	0
Prcp	325.000000	325	0
Pacs2	325.000000	325	0
Nvl	325.000000	325	0
Gpatch8	325.000000	325	0
Ddias	325.000000	325	0
Bcl2l1	325.000000	325	0
Arhgef28	325.000000	325	0
Tssk1	324.000000	324	0
Tmem41a	324.000000	324	0
Tjap1	324.000000	324	0
